name,brand,description
"Nutri-Gold, Essential Oil Ritual, Cream-Mask for the Night",L’Oréal Paris,
Lumi Glow Amour Boosting Drops,L’Oréal Paris,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades."
Men’s Expert Comfort Max Anti-Irritation After Shave Balm with SPF 15 Sunscreen,L’Oréal Paris,"Look sharp, not tired. Give fatigued and stressed skin an ultra-fresh, instant moisture boost. Our formula fights the 5 signs of skin fatigue and leaves your skin looking energized and hydrated for 24 hours, no matter what your fast-paced lifestyle may bring."
Ideal Clean Artiste 100% Oil-Free Eye Makeup Remover,L’Oréal Paris,
Skin Expertise Dermo-Expertise Skin Toner Liquid,L’Oréal Paris,
"Sublime Sun Advanced Sunscreen Crystal Clear Mist, SPF 50",L’Oréal Paris,Biosolis Sun Spray SPF 30 consist of a light and milky texture. The spray provides a high natural protection thanks to its mineral filters which protect from harmful rays once applied. It has been formulated with vegetable oils known for their moisturizing properties. Its natural fragrance is sweet and leaves a light sunny note of Tiare flower.
"Sublime Sun Advanced Sunscreen, SPF 50",L’Oréal Paris,
Sublime Sun Advanced Sunscreen Oil Spray SPF 50+,L’Oréal Paris,Biosolis Sun Spray SPF 30 consist of a light and milky texture. The spray provides a high natural protection thanks to its mineral filters which protect from harmful rays once applied. It has been formulated with vegetable oils known for their moisturizing properties. Its natural fragrance is sweet and leaves a light sunny note of Tiare flower.
Pure-Clay Mask Exfoliate & Refining Treatment Mask,L’Oréal Paris,"Our clay mask will be your pink skincare routines necessity. Our facial mask is vegan, cruelty free and no harm to your skin. With its healing blends of Kaolin Clay, Vitamin E, Aloe Vera, Rosemary, & Melia Azadirachta Seed Oil, your skin will feel bright, smooth & congestion free. This is an ideal gift for girlfriend, mother, and all the people you love. For best result, keep long term use of clay mask for a clearer and smoother skin."
Pure-Clay Mask Detox & Brighten Treatment Mask,L’Oréal Paris,For best skincare results use Pure Clay face mask 3 times per week leaving on for 10 to 15 minutes per use
Skin Cream,L’Oréal Paris,
White Perfect Total Recover Sleeping Mask,L’Oréal Paris,
Infaillible More Than Concealer,L’Oréal Paris,Customers usually keep this item
Advanced Suncare Silky Sheer Lotion SPF 50+,L’Oréal Paris,"L'Oreal Paris Revitalift Triple Power Broad Spectrum SPF 30 Sunscreen is an anti-aging face moisturizer formulated with 3 of the top derm-recommended ingredients: Pro-Retinol, Hyaluronic Acid and Vitamin C to reduce wrinkles, firm and brighten skin in 1 week. After use skin feels smoother, softer, refreshed. Dermatologist tested, suitable for sensitive skin. Paraben free, mineral oil free, Dye Free, allergy tested. Layers well under makeup."
Ideal Eye Makeup Remover,L’Oréal Paris,"Clump Crusher is the perfect mascara for those with naturally small lashes that need a little extra boost. With an innovative curved brush and fine toothed comb bristles, Clump Crusher will give you 20 times more volume without any clumping! The straight brush edge provides custom contouring for your eye shape, guiding the formula from root to tip. With zero clumps, there’s no worry about letting go of your perfectly curled lashes at bed time!"
Youth Code Skin Recharger Day/Night Cream Moisturizer,L’Oréal Paris,
White Perfect Transparent Rosy Whitening Cream,L’Oréal Paris,"Loreal White Perfect Transparent Rosy Whitening Product Series incorporate Pink Tourmaline, a semi-precious stone, known to have electro-magnetic properties to stimulate skin microcirculation under the sun to decrease yellowish complexion for rosy radiant glow. Ingredients : Aqua/Water, Ethylhexyl Methoxycinnamate, Glycerin, Isohexadecane, Cyclohexasiloxane, Ammonum Polycrydimethyltauramide / Ammonium Polyacryloyldimethyl Taurate, Pentaerythrityl Tetraethylhexanoate, Titanium Dioxide, PEG 100 Stearate, Glyceryl Stearate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Synthetic Wax, Stearic Acid, Potassium Cetyl Phosphate, Manganese Gluconate, Silica, Palmitic acid, Aluminum Hydroxide, Phenylethyl Resorcinol, Ascorbyl Glucoside, Capryloyl Salicylic acid, Tetrasodium EDTA, Citric acid, Citrus Medica limonum Extract Lemon Fruit Extract, Tourmaline, Biosaccharide Gum-1, Cetyl Alcohol, Octyldodecanol, Methylparaben, Phenoxyethanol, Caprylyl Glycol, Ethylparaben, CI 77891 / Titanium Dioxide, Linalool, Geraniol, Eugenol, Limonene, Citronellol, Butylphenyl Methylpropional, Hexyl Cinnamal, Benzyl Alcohol, Parfum / Fragrance FIL B42074/1"
Hydra-Total 5 Gel Cleanser,L’Oréal Paris,"Visible Results That BEAT the #1 luxury serum*! Elevated benefits beyond wrinkle relief and hydration. Our Olay Super Serum contains 5 Serum Benefits in One: 1. Better Skin Texture 2. More Even-Looking Skin Tone 3. Firmer Feeling Skin 4. Smoother Visible Lines 5. Long Lasting Hydration Our Concentrated formula with 5 Powerful ingredients: Niacinamide, Vitamin C, Collagen Peptide, Vitamin E, and Alpha Hydroxy Acid (AHA) penetrates deep into your skin surface and absorbs quickly without leaving a sticky or tacky feeling, for healthier looking skin day 1. Clinically tested across diverse skin tones and types. Don’t forget to use SPF in the daytime to protect your skin from the #1 cause of premature aging – the sun. Great skin care is our superpower. (*Olay Super Serum Imaging Study, March 2023)"
Bi-Phase Micellar Water,L’Oréal Paris,
Everpure Volume Shampoo,L’Oréal Paris,
Fine Flowers Cleansing Face Wash,L’Oréal Paris,"Our Milk Thistle Brightening Spa Edition uses Milk Thistle as our key ingredient, used by the Ancient Greeks and Europeans for as long as 2,000 years. Consists of 81.8% White Milk thistle which was called ‘Miracle herb’ in ancient Greece. It helps soothe, nourish and revive skin lively while improving overall skin health. Safe for sensitive skin and non-comedogenic, and great for acne-prone skin. Milk Thistle Brightening SPA Cleansing Foam is a deep pore cleanser that cleanses black and white heads with thick fine foam made from Canadian colloidal clay and bambusa arudinacea stem powder. It has a Creamy fine foam provides deep freshness and deep pore cleaning."
Elseve Dream Long,L’Oréal Paris,
Bronze Please,L’Oréal Paris,"L'Oreal Paris True Match Lumi Bronze It Bronzer leaves skin with an instant sun-kissed glow. Buildable bronzing powder can be used to create an all-over bronzed complexion or contour for a radiant, sculpted look. Shimmer bronzer, formulated in 3 shades, is designed to flatter light, medium & deep skin tones."
Visible Lift Primer,L’Oréal Paris,
Infallible Glow-Lock Illuminating Primer,L’Oréal Paris,
Infallible Pro Contour Palette,L’Oréal Paris,"Discover perfectly sculpted contours in 30 seconds. Now, contouring is made easy with L'Oral Paris' Pro Contour Kit. Beautifully coordinated highlight and contour shades highlight, define and contour for a professionally sculpted look. These buildable powders blend effortlessly into the skin for a flawless, fade-proof finish. • Contours in 30 Seconds • Contours, Highlights and Enhances • Unique Pro-Contour Brush • The New Pro Look of Longwear Step 1: Use the lighter shade to highlight and create extra dimensions. Step 2: Accentuate contours with the darker shade. Step 3: Blend for a professionally defined look."
Serioxyl Thicker Hair Serum,L’Oréal Paris,
Ácido Hialurónico Mascarilla En Tela,L’Oréal Paris,"Rosy tone glow face mask with AHA and imperial peony restores healthy tone, and leaves skin looking renewed, more youthful, and more beautiful"
Color Riche Shine On Lipstick Mauve Intensite,L’Oréal Paris,"Pack of 2 L'Oreal Paris Colour Riche Matte Lipcolour, Berry Matte Pink #705 Combines most luxuriously rich matte lipcolour with intensely rich hydration Lips are kept soft and smooth with a creamy feel for a comfortable wear"
Voluminous Lash Paradise Liquid Eyeliner Black,L’Oréal Paris,
Elvive Phytoclear Anti-Dandruff Soothing Shampoo,L’Oréal Paris,
Infallible Mattifying Base,L’Oréal Paris,"This is L'Oreal's first primer base in a gel format. Instantly transforming the skin texture, resulting in a matte finish with velvet-soft touch. The L'Oreal Paris Infallible Matte primer provides the ideal base for your Infallible 24H Freshwear or Matte Cover foundations. Not only easing the application of your favourite foundation, the Infallible Primer also increases your make-up longevity leaving you with that ideal, smooth-skin all day long. Get ready to face the day with L'Oreal Paris because you're worth it."
Revitalift Laser X3 Day Cream,L’Oréal Paris,
Youth Code Ferment Pre Essence,L’Oréal Paris,"Fact: Dark spots, age spots, sun damage and post acne marks can make skin appear up to 10 years older. Restore luminosity and fight discoloration with Youth Code Dark Spot Corrector Anti-Aging Face Serum. \n\nThis facial serum fades and evens dark spots, discoloration and skintone.\n\nSpecifically developed for a wide spectrum of skin types and tones.\n\nHow/ when to use: after cleansing, before using your face moisturizer, apply over your face in the AM and PM. For optimal results, use in combination with L'Oreal Paris Youth Code SPF 30 Day Cream Face Moisturizer to prevent the appearance of future dark spots."
EverSleek Keratin Caring Conditioner,L’Oréal Paris,
Magic Lumi Light Infusing Primer,L’Oréal Paris,
Smooth & Glow Face Scrub,L’Oréal Paris,"Put an end to frizzy hair days and tame frizz with L'Oreal Paris AHS BLOW DRY IT Thermal Smoother Cream. This lightweight styling cream and hair protectant instantly tames and protects hair from any heat tool, leaving all hairstyles smooth and full of shine. Suitable for long hairstyles, medium length hairstyles, and short hairstyles. Instantly smoothes and protects Tames frizz No pulling, no tugging Heat Protection Squeeze a quarter-size amount into palm for mid-length hair. Apply on damp hair before blow-drying with a round brush. TIP: Blow dry your hair in a downward motion; this helps seal the cuticle for a smoother, shinier finish."
Nourish & Soften Face Scrub,L’Oréal Paris,"L'Oreal Paris EverCreme Deep Nourish Shampoo is a lightweight sulfate free shampoo that moisturizes and nourishes dry hair for silky-soft texture and healthy shine without weigh down. Our shampoo for dry hair is especially gentle on color treated hair. Hydrating Apricot oil deeply conditions and smooths, leaving hair looking healthier after the 1st use. Our formulas are especially gentle on color treated hair.There are no harsh sulfates, salts or surfactants that can strip, dull and damage hair. Experience a purely sensorial lush, luxurious lather and a fresh aromatic fragrance that blooms. Packaging may vary, what you receive may not be what is reflected on site."
Água Micelar Solução De Limpeza 5 Em 1,L’Oréal Paris,"Gently remove makeup, dirt, & oil from sensitive skin with Neutrogena Hydro Boost Micellar Water. This gentle liquid face cleanser & makeup remover from Neutrogena, a dermatologist-recommended skincare brand, features a unique, all-in-one formula infused with hydrating hyaluronic acid, a natural moisturizing factor (NMF) that is naturally found in skin, & three types of micellar molecules. The dermatologist- & ophthalmologist-tested micellar cleanser effectively removes makeup without tugging or harsh rubbing, while helping to draw out dirt & oil & boost skin's hydration for 24 hours. Ideal for dry, sensitive skin, the clear cleansing liquid is not tested on animals & contains no alcohol, parabens, phthalates, or sulfates. It's also non-comedogenic, so it won't clog your pores. Hydro Boost Micellar Water makes a great addition to your daily sensitive skin care routine to remove makeup, dirt, & oil. To use the cleanser, apply with a cotton pad over face & eyes--no need to rinse."
UV Perfect Aqua Essence City Mist,L’Oréal Paris,"L'Oreal Paris' LUMI Shake & Glow Dew Mist primes, sets and refreshes makeup for a natural, healthy glow in just one spritz. Sprayed on bare skin, the hydrating and soothing formula awakens skin and preps it for makeup or finishes off a look by locking in a natural, dewy glow that lasts. Use as a mid-day ""pick-me up"" to revive complexion and refresh makeup. Quenching Coconut Water and Brightening Vitamin C provide a boost of healthy hydration. Shake to activate your instant dewy glow in a bottle. Ideal for all skin types."
L'Oreal Paris Hydra Genius Moisturiser Sensitive Skin,L’Oréal Paris,"For best results use every morning and night after cleansing, gently smoothing over face; can also be used as a lightweight, hydrating primer before applying your face cosmetics"
Infallible Shaping Stick Foundation,L’Oréal Paris,"Cover, define, and enhance your features with the new Infallible Shaping Sticks from L'Oreal Paris. Achieve a perfectly sculpted look with medium to full buildable coverage that lasts up to 24 hours. The creamy, glide-on formula of Infallible Shaping Sticks melts into skin and provides weightless, longwear coverage that doesn't cake or drag. This multiuse tool allows you to easily define features without sacrificing longwear coverage. Infallible Shaping Sticks are available in 12 shades to cover, conceal, highlight, and contour. Discover your perfectly defined makeup look that lasts all day and night Packaging May Vary"
Anti-Sagging and Ultra Hydrating Day Cream with Dermo-Peptide SPF 15,L’Oréal Paris,
Advanced Suncare Silky Sheer Face Lotion SPF 50+,L’Oréal Paris,
White Perfect Laser Dermo White Essence,L’Oréal Paris,"Over time, it becomes more and more difficult to keep skin hydrated, as it becomes less able to retain water. Dehydrated skin feels dry and thin and can leave the complexion grey and dull. Age spots appear. The L'Oréal Paris Laboratories developed Age Perfect Re-Hydrating Night Cream, a source of hydration to help improve the appearance of your skin at night. A rich luxurious cream which is non greasy. Anti-Sagging: Enriched with soya Peptides, this night cream helps to stimulate the natural production and maintenance of skins Fibres. Anti-Age Spots: Enriched with Melanin Block it helps reduce the appearance of age spots and helps prevent the appearance of new ones. Lipid-Replenishing Night Action: It helps restore the hydro-lipid barrier for re-hydrated skin when you wake up. Visible Results: In the Morning, your skin feels hydrated, smoother and more comfortable. In one month skin feels reinforced. Skin surface contours appear refined. The appearance of dark pigmentation looks reduced. To Use: Apply every night on a thoroughly cleansed face and neck. Massage into the skin with circular motions for a better absorption."
Men Expert Hydra Energetic Black Charcoal Magnetic Wash,L’Oréal Paris,Design house: L'Oreal. Series: White Perfect Clinical Day Cream. Gender: Ladies. Category: Skin Care. SubType: Lotions & Creams. Size: 1.7 oz. Barcode: 8992304024467. L'Oreal Ladies White Perfect Clinical Day Cream 1.7 oz SPF 19 Skin Care.
Vitamino Color A-OX Shampoo,L’Oréal Paris,
Men Expert Vita Lift Anti-Ageing Revitalising Gel,L’Oréal Paris,Customers usually keep this item
Smooth Sugar Nourish Cocoa Face And Lip Scrub,L’Oréal Paris,Hair Cream for Soft Lustrous Shine & Suppleness.
True Match The One Concealer,L’Oréal Paris,"New True Match The One Concealer to correct skin tone, conceal imperfections and hide signs of fatigue. Enriched with caffeine to instantly brighten the eye area and fight dark circles over time. Lightweight medium to high buildable coverage for a custom finish."
Revitalift Laser X3 Serum,L’Oréal Paris,"A high-potency anti-aging night treatment Works as a night cream or overnight mask Features a velvety, thick & luxurious texture Highly concentrated with active ingredients to improve skin quality Powered by patented Pro-Xyalane to reduce the appearance of wrinkles & fine lines Contains Hyaluronic Acid to deliver continuous hydration Infused with LHA to refine skin texture & reduce pores Loaded with Centella Asiatica for firming & re-contouring action Unveils a softer, smoother, plumper, more elastic, radiant & younger looking complexion"
True Match Lumi Glotion Natural Glow Enhancer,L’Oréal Paris,"L'Oreal Paris True Match LUMI Glotion instantly hydrates and luminzies skin for an all-over, fresh, natural glow. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, radiant skin. Available in 4 shades, True Match LUMI glow lotion achieves a natural glowing complexion while hydrating skin."
True Match Lumi Healthy Luminous Makeup,L’Oréal Paris,"Finally, makeup that creates skin so healthy – it's luminous! L'Oral Paris True Match Lumi Healthy Luminous Makeup combines 3 powerful ingredients that work to improve your complexion the more you wear them. The liquid foundation contains 40% pure water for all-day hydration, Antioxidants, and Vitamins C and E for improved clarity and skin tone. Liquid Light technology is infused in the formula for an instant luminous glow. Skin is instantly illuminated and in 1 month, skin is clearer, healthier and more luminous. Lumi Foundation with SPF 20 protects your skin while providing medium coverage and a luminous finish. Available in 15 shades to match your skin's tone and undertone in warm, neutral and cool. Finish: Luminous Finish. SPF: 19. Coverage: Medium Coverage Foundation. Skin Type: For all skin types. Safe for sensitive skin. Available 12 true-to-skin shades in warms, neutrals, and cools. • Luminous Liquid Makeup • Instantly Illuminates Skin • In 1 Month, Skin's Clearer, More Even • Anti-oxidants Vitamin C plus E Shake well before using. Apply directly to face with fingertips or sponge. Blend in an outward motion as needed. For external use only. Avoid contact with eyes. Discontinue use if signs of irritation or rash appear. Keep out of reach of children."
"Sublime Bronze Self-Tanning Lotion SPF 15, Medium Natural Tan",L’Oréal Paris,
Dermo Expertise UV Perfect Moisture Porcelain SPF50,L’Oréal Paris,"L'Oreal Age Perfect Rosy Tone broad spectrum SPF 30 sunscreen is a daily face moisturizer for mature skin. The formula with Imperial peony renews & revives healthy tone for visibly younger looking skin. After use, skin is immediately hydrated and feels soft; skin appears healthier. In 1 week skin feels smooth and appears more radiant. 24 hour hydration, absorbs quickly, non-greasy, Paraben free, mineral oil free, Dye Free, allergy tested, does not clog pores."
Invincible Man 96h Anti-Transpirant Roll-On,L’Oréal Paris,L'Oreal Men Expert Roll-On Deodorant. 48-Hours of Freshness
Infallible Paint Blush Palette,L’Oréal Paris,"Introducing the Infallible Paint Blush Palette. 5 high-impact blush shades in a mix of bold and luminous for a customisable, versatile blush look. Mix shades to sculpt and highlight or use a single colour for a natural flush or statement colour pop. Available in both Pink and Amber to suit a range of skintones."
Revitalift Derm Intensives Vitamin C Serum,L’Oréal Paris,Customers usually keep this item
Wrinkle Expert 45+ Day/Night Moisturizer,L’Oréal Paris,
Revitalift Cicacream Face Moisturizer Pro Retinol & Centella Asiatica,L’Oréal Paris,Customers usually keep this item
Extraordinary Oil Cleansing Milk - Face And Eyes,L’Oréal Paris,For best skincare results use Pure Clay Cleanser daily; face wash is suitable for all skin types
Micellar Water 3 In 1 (Moisturizing),,"Lorenti Micellar Water is a gentle and effective makeup remover and cleanser. Formulated with micelles, tiny particles that act like magnets to lift dirt, oil, and makeup from the skin, it effectively cleanses the skin without stripping it of its natural oils. It is suitable for all skin types, including sensitive skin. It can be used to remove makeup from the face, eyes, and lips, as well as to cleanse the skin before applying moisturizer. It is easy to use, simply saturate a cotton pad and gently wipe over the skin. It is free of parabens, fragrances, and alcohol, making it gentle on the skin. With Lorenti Micellar Water, you can achieve a refreshed, clean, and clear complexion."
RevitaLift Moisture Blur Instant Skin Smoother Moisturizer,,
Age Perfect Cell Renewal Day Cream Broad Spectrum SPF 15,,"L'Oreal Age Perfect Rosy Tone broad spectrum SPF 30 sunscreen is a daily face moisturizer for mature skin. The formula with Imperial peony renews & revives healthy tone for visibly younger looking skin. After use, skin is immediately hydrated and feels soft; skin appears healthier. In 1 week skin feels smooth and appears more radiant. 24 hour hydration, absorbs quickly, non-greasy, Paraben free, mineral oil free, Dye Free, allergy tested, does not clog pores."
Sublime Bronze Tinted Self Tanning Lotion,,"Coconut Scented Tanning Cream for Self Tan with Applicator Mitt\n \n Love the tan, hate the UV exposure? Get a gorgeous tan anytime of year with Brazi Bronze's gradual self tanner lotion.\n \n Clean-Ingredient Self Tan Lotion\n Say goodbye to mystery drugstore ingredient panels. You need a tanning lotion self tanner with ingredients that nourish your skin, not just make it darker. Brazi's honest ingredients = healthier, more youthful skin and an enviable glow to go with it.\n \n Powered by Natural DHA\n Our incredible self-tanners rely on DHA, an Omega-3 Fatty Acid that naturally brings out the melanoidins in your skin. This plant-based, sugar-derived molecule nourishes as it bronzes, giving you a supple, sunkissed glow that's all your own.\n \n Women's and Men's Self Tanner Body Lotion\n Everyone deserves to feel amazing in their skin. No matter if you're looking for a women's self tanner or self tanner for men, we've got you covered (head to toe).\n \n Self Tanner for Fair Skin & Dark Skin\n No matter your skin tone, Brazi Bronze's melanin-inducing self tanning gradual lotion brings out the warmest glow in your skin. Go from fair to honey, neutral to golden, and deep to rich with a fake tanning made for all skin types. Because the Brazi Bronze formula brings out your natural tan instead of staining it, we consider it the best self tanner for pale skin and dark skin alike.\n \n Vegan, Non-GMO, Never Tested On Animals\n Our commitment to wellness doesn't stop at our skincare formulations. We choose a holistic view of our place on Earth by honoring Vegan and Cruelty-Free certifications."
True Match Super-Blendable Crayon Concealer,,
Pro-Youth Revitalift Lifting Essence,"[{""reviewer_name"":""Sam raies"",""review"":""After unboxing, I discovered that it was a German item with all text on the container in German, so obviously couldn't read anything. Also, after applying it to my face, it started burning and stinging. I have used other L'Oreal men's moisturizer before, but this is the first time this happened. Had to return it."",""rating"":""4.0"",""source"":""Amazon""},{""reviewer_name"":""JT"",""review"":""This is a great moisturizer. I have quite sensitive skin and some products can irritate my face but this one is fantastic.\nUnlike some other moisturizers it is really not greasy at all and absorbs quickly without leaving your skin shiny and oily.\nIt also smells very good and makes skin noticeably softer within a few applications.\nAll in all, would thoroughly recommend to anyone interested in having visibly softer skin."",""rating"":""5.0"",""source"":""Amazon""},{""reviewer_name"":""Richard"",""review"":""NO SE ABSORBE FACIL MUY PEGAJOSA."",""rating"":""4.0"",""source"":""Amazon""}]","L'Oreal Paris Revitalift Triple Power Face Serum is an anti-aging serum to repair wrinkles, redensify skin and resurface skin texture.\n\nWhy is Revitalift Triple Power Concentrated \nFacial Serum right for me?\nAging skin requires more intensive action to help restore its youthful look. With age, wrinkles become more permanent, skin loses its resilence and the face, neck and jawline begin to sag.\n\nThis luxurious, lightweight face serum helps transform the look of aging skin by working both on skin's surface and penetrating skin's surface by combining Hyaluronic Acid, a proven wrinkle-fighter, with our highest concentration of Pro-Xylane, an exclusive anti-aging super ingredient developed by L'Oreal Paris Laboratories.\n\nULTRA-INTENSIVE TRIPLE ACTION SKINCARE\n1. REPAIR WRINKLES: face serum with Hyaluronic Acid rapidly penetrates skin to help fight each wrinkle\n\n2. REDENSIFY SKIN: Serum with concentrated Pro-Xylane re-volumizes to strengthen skin\n\n3. RESURFACE SKIN TEXTURE: facial serum with LHA smoothes skin and evens skin tone. The result: skin texture is more refined.\n\nImmediately complexion is more radiant. After one week of using face serum, skin texture appears smoother and skin tone is more even. After 4 weeks of use, wrinkles are visibly reduced, skin is revitalized and younger-looking.\n\nFor best results, smooth Revitalift Triple Power Concentrated Face Serum Treatment over the face, neck and jawline every morning and night before applying moisturizer."
Men Expert Hydra Energetic Anti-Fatigue Moisturiser,"[{""reviewer_name"":""Sofia Taha"",""review"":""Great buy ! Beautiful color it has a hint of sparkly.. I like the navy blue color because black is to harsh especially when your older.. This softens the look I use it as an eyeliner using water dipped thin slanted brush.. Try it !"",""rating"":""5.0"",""source"":""Amazon""},{""reviewer_name"":""Sierra"",""review"":""i found this product at the cvs drug store in my hometown, however, it was priced at $10-12, which i believe is a bit high for a ""non-name brand"" or non department store eye shadow, however these are just the prices of living in southren california alone the coast i assume. On amazon, i found it for much less, i think i paid $5-6 with shipping included. When i recieved this product, there was some plastic covering or something inside of it that i did NOT previously find in the one i opened (probably against the stores rules) in the store. I was a little suspicious of this, it was a gray piece of plastic that had a small piece in the middle that stuck straight up, so that someone could easily pull it upward and out of the jar, after i did this, i found the black eye shadow underneath it. I don't know if others experienced this or not??... I think it could have been a mistake from the packaging department, they could have accidentally not taken this plastic piece out of the makeup jar, or it could have just been used to take up space in the jar. Either way, it looked like it was used to press the powder into the jar tightly and it pressed it to form the shape of the jar. I felt a little cheated out of my makeup, like maybe it was now half the amount that was originally supposed to be in the jar, however i could not complain because it was half the price as well. So i assumed it was a mistake and kept inspecting my new product. i looked on the outside and it seemed like the same exact jar and size, however, it seemed like there were less sparkles in the black color that i received than the color that i originally saw at the store.Then i decided to take the color and try it on my hand. i took my finger and pressed it into the shadow and swiped it across the top of my hand, like most of us girls do when we want to see what a product will look like once used on the skin, this again looked like it had maybe not less glitter, because there was actually a lot of glitter, but the eye shadow did look less pigmented, or like it was gray, and had to be applied in multiple layers to achieve the black black look to it, and the sparkles seemed to be all silvery, not like the rainbow sparkles i had seen at the store. i am planning on going into the store again, maybe purchasing it there to see if they are the same, or taking the one i now have into the store to compare them., it could just be me, or the lighting of the store versus my house, that threw me off. whatever the case, i am being extremely harsh and critical. because i was only purchasing this color due to the specific sparkle it  had to it in the store, i have plenty of black eye shadow, and i do not need another one. So that is why i am being so judgmental about the specific color. Also, i found it weird for there to be a big piece of plastic pressed up against the powder in the jar that is not visible from the outside. And that plastic piece was not in any of the other ones i had open at the store. Other than those two minor details, this product was great. i loved the color and how it went on, it was extremely sparkly and glittery, it was highly pigmented if u used a lot or put multiple layers, it was almost gel or cream-like, but not. so that made it easy to apply, and it did not crease or flake onto the lower under eye or cheek bones. I showed my mom this product and she was like ""oww, wow that is a beautiful color, look at all those sparkles, i wanna try that!!' So  yes this color is great, the application is great, however i must deduct one star due to the weird plastic thing being in there, and not in the others, and due to my previous viewing of it . when i put it on my hand before, or ""tried it on my skin"" in the store (which i was again not supposed to do... oops.. but how else am i gonna be able to tell, there are no testers?) it went on much easier with a higher amount of pigment, a stronger and darker swipe of black went on easier, and the sparkles were a rainbow/variety of colors, not just all silver sparkles.Either way it is still a pretty color, and i like the consistency of the product itself. It is easy to put on without having to use a lot of the product over and over, maybe 2-3 layers would achieve the color in the jar, and sometimes this is good, so that a lighter color can be applied when blending the color into other colors. I just wanted black with an array of different colored sparkles in it, when in actuality it is a black with silver sparkles, so many that it gives it a metallic gun-metal gray look to the color when it is applied."",""rating"":""5.0"",""source"":""Amazon""},{""reviewer_name"":""S. Kessler"",""review"":""The color is vibrant it lasts all day it’s just beautiful!!"",""rating"":""5.0"",""source"":""Amazon""}]","An ultra-fresh, moisturizing face gel for men Features an invisible, non-greasy & rapid-penetrating formula Boasts patented Air-Gel Technology featuring anti-oil active ingredients Provides long-lasting hydration with an instant icy feeling without sh"
Bright Reveal Brightening Dual Overnight Moisturizer,,"Brighten your lacklustre skin with the power of the all-new L’Oréal Paris Glycolic Bright Glowing Day cream with SPF 17. This skin brightening cream is enriched with the goodness of glycolic acid for the skin. Glycolic acid skin care is enriched with the power of glycolic acid, which is the smallest AHA. It is proven to penetrate faster and deeper into the skin. As we age, the skin’s natural ability to renew cells reduces. This in turn causes an increase in melanin production and build-up leading to dark spots and dullness. The L’Oréal Paris glycolic acid day cream accelerates cell renewal, removes melanin and visibly reduces dark spots with each use. The L’Oréal Paris day cream with glycolic acid benefits for skin is also formulated with SPF 17. The L’Oréal day cream with SPF acts as the skin’s protective shield against harmful UV rays. With the L’Oréal glycolic acid day cream, you can improve the four dimensions of your skin - roughness, dull skin, dark spots and uneven skin. The glycolic acid day cream is highly effective, great for daily use, dermatologically tested and suitable for all skin types."
Revitalift Milky Cleansing Foam Face Wash Anti Aging,L'Oreal,"Get rid of dirt, dust, sebum, makeup, and impurities from your skin with the all-new L'Oréal Paris Glycolic Bright Face cleanser for dull skin. Powered with glycolic acid, this face wash deeply cleans the upper layer of the skin and helps to achieve visibly radiant skin. Glycolic acid skin care is proven to penetrate deeper and faster into the skin as glycolic acid is the smallest AHA. The L'Oréal Paris glycolic face wash is one of the best cleansers for brightening the skin as it exfoliates the face and eliminates dullness for even, glowing skin. Additionally, this brightening facial cleanser accelerates cell renewal and removes melanin from the upper layer of the skin which in turn helps to reveal clear skin. The L'Oréal deep cleansing face wash is gentle yet effective and can be used regularly. It is dermatologically tested and suitable for all skin types."
Infallible 24 HR Eye Shadow,,"L'Oreal Paris Infallible 24 HR Shadow, an ultra-intense eye shadow that lasts from day until dawn—a full 24 hours. This revolutionary formula fuses the ease of a powder with the velvety caress of a cream to create a unique hybrid that glides on effortlessly. And with its unique technology, your eyes are enhanced with pure, magnified pigment. Make a lasting impression without batting an eye. • Intense maximized color • Luxurious powder-cream texture • 24HR long lasting hold • Waterproof, crease and fade resistant 24-hour long-lasting hold. Sweep over eyelid."
Elvive Total Repair 5 Repairing Conditioner,,"The L'Oreal Paris Total Repair 5 Rapid Reviver deep conditioner provides 2X less breakage than a leading conditioner while also repairing the hair. Our rich reviving formula with 20% conditioning serum and almond + protein help fortify each strand, reinforcing the hair fiber. For best results, use after the L'Oreal Paris Total Repair 5 shampoo. To protect your hair from heat damage, follow with the Total Repair 5 Protein Recharge leave-in treatment, formulated with 450 heat protection for stronger hair use after use. 450 degree heat protectant"
UV Perfect Matte & Fresh Long UVA SPF 50+/PA++++,,"The Pro-Matte Sensation: Introducing Infallible Pro-Matte Liquid Lipstick, our 1st up to 24HR matte liquid lipstick. Intense high pigment shades create comfortable, lasting ultra-matte color. This long-wearing, full-coverage liquid lip feels light for all day comfort. With the pro-sculpt applicator, shape and add dimension to lips."
